Virus,Host genome,Host taxonomy,Main method,Confidence score,Additional methods
JS_LYG_contig_6971826||full,GB_GCA_009937605.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__UBA1847 sp009937605,blast,91.7,iPHoP-RF;62.70
JS_LYG_contig_6971826||full,GB_GCA_009937445.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__UBA1847 sp009937445,iPHoP-RF,91.1,None
JS_LYG_contig_6971826||full,LN_DD_bin_140,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__,iPHoP-RF,91.1,None
JS_LYG_contig_6983480||full,RS_GCF_002095075.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Francisella;s__Francisella sp002095075,iPHoP-RF,91.1,None
JS_LYG_contig_6983480||full,RS_GCF_001653955.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Francisella;s__Francisella persica,iPHoP-RF,90.8,None
JS_LYG_contig_7117639||full,ZJ_WZ_bin_6,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__,blast,95.2,iPHoP-RF;65.30
JS_LYG_contig_7123407||full,GB_GCA_002732995.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marinosulfonomonas;s__Marinosulfonomonas sp002732995,blast,92.2,None
JS_LYG_contig_717784,RS_GCF_002846555.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp002846555,iPHoP-RF,94.7,None
JS_LYG_contig_717784,RS_GCF_000520995.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina macrocephali,iPHoP-RF,94.4,None
JS_LYG_contig_717784,RS_GCF_900299525.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp900299525,iPHoP-RF,94.1,None
JS_LYG_contig_717784,RS_GCF_000626715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina atlantica,iPHoP-RF,91.8,None
JS_LYG_contig_7273129,RS_GCF_000341615.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri_G,iPHoP-RF,91.8,None
JS_LYG_contig_7273129,RS_GCF_000364625.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E thermotolerans,iPHoP-RF,90.5,None
JS_LYG_contig_7276855,RS_GCF_008033385.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter;s__Algibacter sp008033385,iPHoP-RF,94.1,None
JS_LYG_contig_7276855,RS_GCF_009796805.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter;s__Algibacter sp009796805,iPHoP-RF,91.8,None
JS_LYG_contig_7276855,RS_GCF_900141715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenitalea;s__Arenitalea lutea,iPHoP-RF,91.1,None
JS_LYG_contig_7276855,RS_GCF_009796825.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter;s__Algibacter sp009796825,iPHoP-RF,90.1,None
JS_LYG_contig_7326365,RS_GCF_002096595.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_D,iPHoP-RF,93.1,None
JS_LYG_contig_7326365,RS_GCF_002096355.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_T,iPHoP-RF,90.5,None
JS_LYG_contig_7326365,RS_GCF_004166885.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp004166885,iPHoP-RF,90.1,None
JS_LYG_contig_7399259_1,GB_GCA_001940755.1,d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__UBA460 sp001940755,iPHoP-RF,93.4,None
JS_LYG_contig_7399259_1,GB_GCA_011358735.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACAEJ01;g__JACAEJ01;s__JACAEJ01 sp011358735,iPHoP-RF,91.8,None
JS_LYG_contig_7399259_1,GB_GCA_001587675.1,d__Archaea;p__Methanobacteriota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__Methanofastidiosum sp001587675,iPHoP-RF,90.1,None
JS_LYG_contig_7425078,GB_GCA_004193205.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sedimidis,iPHoP-RF,94.1,None
JS_LYG_contig_7425078,RS_GCF_003797185.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp003797185,iPHoP-RF,94.1,None
JS_LYG_contig_7425078,RS_GCF_003797825.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp003797825,iPHoP-RF,94.1,None
JS_LYG_contig_7425078,GB_GCA_002700145.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp002700145,iPHoP-RF,93.7,None
JS_LYG_contig_7425078,RS_GCF_009828195.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp009828195,iPHoP-RF,93.7,None
JS_LYG_contig_7425078,RS_GCF_000241325.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia polyisoprenivorans,iPHoP-RF,93.4,None
JS_LYG_contig_7425078,RS_GCF_001485495.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia desulfuricans,iPHoP-RF,93.4,None
JS_LYG_contig_7425078,RS_GCF_000332975.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia aichiensis,iPHoP-RF,92.8,None
JS_LYG_contig_7425078,RS_GCF_003855095.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia insulae,iPHoP-RF,92.1,None
JS_LYG_contig_7425078,RS_GCF_009862785.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp009862785,iPHoP-RF,92.1,None
JS_LYG_contig_7425078,RS_GCF_000248075.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia otitidis,iPHoP-RF,91.8,None
JS_LYG_contig_7425078,RS_GCF_002095435.2,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Williamsia;s__Williamsia sp002095435,iPHoP-RF,90.5,None
JS_LYG_contig_7459749,RS_GCF_009796825.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter;s__Algibacter sp009796825,iPHoP-RF,93.1,None
JS_LYG_contig_7459749,RS_GCF_014202225.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_B;s__Algibacter_B amylolyticus,iPHoP-RF,92.8,None
JS_LYG_contig_7459749,RS_GCF_003663945.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;s__Lacinutrix venerupis,iPHoP-RF,92.4,None
JS_LYG_contig_7459749,RS_GCF_009796805.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter;s__Algibacter sp009796805,iPHoP-RF,92.1,None
JS_LYG_contig_7532738||full,JS_LYG_bin_80,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__,blast,96.2,iPHoP-RF;72.40
JS_LYG_contig_7552482||full,FJ_XM_bin_23,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__,blast,93.9,iPHoP-RF;53.80
JS_LYG_contig_7552482||full,HN_SY_bin_98,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__,blast,92,iPHoP-RF;50.90
JS_LYG_contig_7617579,RS_GCF_000735365.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera ascorbata,iPHoP-RF,95.7,None
JS_LYG_contig_7617579,GB_GCA_002377245.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Phytobacter;s__Phytobacter sp002377245,iPHoP-RF,94.1,None
JS_LYG_contig_7617579,RS_GCF_001571265.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cedecea;s__Cedecea neteri,iPHoP-RF,93.1,None
JS_LYG_contig_7617579,RS_GCF_000963575.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cedecea;s__Cedecea michiganensis_A,iPHoP-RF,91.4,None
JS_LYG_contig_7617579,RS_GCF_000758305.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cedecea;s__Cedecea neteri_C,iPHoP-RF,91.1,None
JS_LYG_contig_7617579,RS_GCF_000758325.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cedecea;s__Cedecea neteri_B,iPHoP-RF,91.1,None
JS_LYG_contig_7663878||full,GB_GCA_014361245.1,d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JACIWB01;s__JACIWB01 sp014361245,CRISPR,96,iPHoP-RF;87.90
JS_LYG_contig_7870722||full,RS_GCF_003143755.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_B;s__Algibacter_B sp003143755,iPHoP-RF,96.4,None
JS_LYG_contig_7870722||full,RS_GCF_012910715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga sp012910715,iPHoP-RF,95.7,None
JS_LYG_contig_7870722||full,RS_GCF_001747085.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_C;s__Algibacter_C aquaticus,iPHoP-RF,95.4,None
JS_LYG_contig_7870722||full,RS_GCF_002741945.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus_A;s__Flaviramulus_A sp002741945,iPHoP-RF,91.1,None
JS_LYG_contig_7870722||full,RS_GCF_004310335.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Jejuia;s__Jejuia pacifica,iPHoP-RF,91.1,None
JS_LYG_contig_7870722||full,RS_GCF_008056315.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola maritimus,iPHoP-RF,90.8,None
JS_LYG_contig_7870722||full,GB_GCA_002428965.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Jejuia;s__Jejuia sp002428965,iPHoP-RF,90.1,None
JS_LYG_contig_7899211||full,RS_GCF_000688295.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__Pseudooceanicola nanhaiensis,blast,91.1,iPHoP-RF;70.00
JS_LYG_contig_7934553||full,SD_QD_bin_120,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__,blast,93.9,None
JS_LYG_contig_7934553||full,LN_DD_bin_107,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__,blast,92.3,None
JS_LYG_contig_7934553||full,GD_ZH_bin_6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__,blast,90.6,iPHoP-RF;56.50
JS_LYG_contig_7934682,RS_GCF_012910715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga sp012910715,iPHoP-RF,96.1,None
JS_LYG_contig_7934682,RS_GCF_000789235.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus_A;s__Flaviramulus_A ichthyoenteri,iPHoP-RF,94.1,None
JS_LYG_contig_7934682,RS_GCF_006974145.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Changchengzhania;s__Changchengzhania lutea,iPHoP-RF,94.1,None
JS_LYG_contig_7934682,RS_GCF_009796805.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter;s__Algibacter sp009796805,iPHoP-RF,94.1,None
JS_LYG_contig_7934682,RS_GCF_900141715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenitalea;s__Arenitalea lutea,iPHoP-RF,92.1,None
JS_LYG_contig_7934682,RS_GCF_004310335.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Jejuia;s__Jejuia pacifica,iPHoP-RF,91.8,None
JS_LYG_contig_7934682,RS_GCF_900111025.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Jejuia;s__Jejuia jejuensis,iPHoP-RF,90.8,None
JS_LYG_contig_8014934||full,GB_GCA_012031965.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Brasilonema;s__Brasilonema sp012031965,iPHoP-RF,91.1,None
JS_LYG_contig_8055489||full,GB_GCA_013139935.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__UBA4811;g__GLR113;s__GLR113 sp013139935,blast,91.7,iPHoP-RF;89.20
JS_LYG_contig_8055489||full,JS_LYG_bin_52,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__JAAYZQ01;g__;s__,blast,91.1,iPHoP-RF;67.70
JS_LYG_contig_8055489||full,GD_ZH_bin_90,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__JAAYZQ01;g__;s__,blast,91,iPHoP-RF;69.80
JS_LYG_contig_8083450,RS_GCF_001586215.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium simulans,iPHoP-RF,91.4,None
JS_LYG_contig_8083450,RS_GCF_002154655.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium kefirresidentii,iPHoP-RF,91.1,None
JS_LYG_contig_8083450,RS_GCF_000159135.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium striatum,iPHoP-RF,90.1,None
JS_LYG_contig_8083450,RS_GCF_002861385.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium aurimucosum_C,iPHoP-RF,90.1,None
JS_LYG_contig_8112419||full,GB_GCA_002707185.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__GCA-2707185;s__GCA-2707185 sp002707185,iPHoP-RF,91.1,None
JS_LYG_contig_8156340,GB_GCA_004282875.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__UBA1847 sp004282875,iPHoP-RF,91.4,None
JS_LYG_contig_8156340,GB_GCA_013138675.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__JAACFB01 sp013138675,iPHoP-RF,91.1,None
JS_LYG_contig_8156340,GB_GCA_003645495.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__SZUA-117 sp003645495,iPHoP-RF,90.1,None
JS_LYG_contig_8238786_fragment_1,RS_GCF_900099625.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis,blast,95.9,iPHoP-RF;82.80
JS_LYG_contig_8238786_fragment_1,HN_SY_bin_59,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__,blast,95.6,iPHoP-RF;75.40
JS_LYG_contig_8238786_fragment_1,RS_GCF_002154895.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus petauri,blast,90,iPHoP-RF;73.00
JS_LYG_contig_8240428||full,LN_DD_bin_159,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__,blast,92.4,iPHoP-RF;66.50
JS_LYG_contig_8240428||full,GB_GCA_002868985.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp002868985,blast,92.1,iPHoP-RF;75.40
JS_LYG_contig_8240428||full,GB_GCA_003486165.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp003486165,blast,91.8,iPHoP-RF;73.70
JS_LYG_contig_8240428||full,GD_ZH_bin_21,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__,blast,91.3,iPHoP-RF;71.90
JS_LYG_contig_8377730,RS_GCF_902753875.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter bouvetii_A,iPHoP-RF,95.4,None
JS_LYG_contig_8377730,RS_GCF_004336635.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp004336635,iPHoP-RF,95.1,None
JS_LYG_contig_8377730,RS_GCF_002018365.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp002018365,iPHoP-RF,93.4,None
JS_LYG_contig_8377730,RS_GCF_000400735.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter tandoii,iPHoP-RF,93.1,None
JS_LYG_contig_8377730,RS_GCF_001678755.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter gandensis,iPHoP-RF,92.4,None
JS_LYG_contig_8377730,RS_GCF_002135415.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp002135415,iPHoP-RF,92.4,None
JS_LYG_contig_8377730,RS_GCF_002135335.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp002135335,iPHoP-RF,92.1,None
JS_LYG_contig_8377730,RS_GCF_002135295.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp002135295,iPHoP-RF,91.8,None
JS_LYG_contig_8377730,RS_GCF_000368145.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter guillouiae,iPHoP-RF,91.1,None
JS_LYG_contig_8377730,RS_GCF_004331285.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp004331285,iPHoP-RF,90.8,None
JS_LYG_contig_8431055,RS_GCF_008370685.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp008370685,iPHoP-RF,94.1,None
JS_LYG_contig_8431055,RS_GCF_001401755.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina longa,iPHoP-RF,90.5,None
JS_LYG_contig_8559728,RS_GCF_001747085.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_C;s__Algibacter_C aquaticus,iPHoP-RF,95.4,None
JS_LYG_contig_8559728,RS_GCF_002886045.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga eckloniae,iPHoP-RF,95.4,None
JS_LYG_contig_8559728,RS_GCF_004791695.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga rizhaonensis,iPHoP-RF,95.4,None
JS_LYG_contig_8559728,RS_GCF_012910715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga sp012910715,iPHoP-RF,95.4,None
JS_LYG_contig_8559728,RS_GCF_002741945.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus_A;s__Flaviramulus_A sp002741945,iPHoP-RF,95.1,None
JS_LYG_contig_8559728,RS_GCF_900114265.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus;s__Flaviramulus basaltis,iPHoP-RF,95.1,None
JS_LYG_contig_8559728,RS_GCF_000789235.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus_A;s__Flaviramulus_A ichthyoenteri,iPHoP-RF,94.7,None
JS_LYG_contig_8559728,RS_GCF_001971785.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola sp001971785,iPHoP-RF,92.4,None
JS_LYG_contig_8559728,RS_GCF_003143755.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_B;s__Algibacter_B sp003143755,iPHoP-RF,90.8,None
JS_LYG_contig_8607148,RS_GCF_900099625.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis,blast,95.1,iPHoP-RF;73.90
JS_LYG_contig_8607148,HN_SY_bin_59,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__,blast,91.6,iPHoP-RF;71.50
JS_LYG_contig_8661266,GB_GCA_002693775.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__UBA974 sp002693775,iPHoP-RF,95.4,None
JS_LYG_contig_8661266,GB_GCA_002722795.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__UBA974 sp002722795,iPHoP-RF,93.4,None
JS_LYG_contig_8669285,GB_GCA_002067065.1,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp002067065,iPHoP-RF,93.4,None
JS_LYG_contig_8669285,GB_GCA_002496805.1,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp002496805,iPHoP-RF,93.1,None
JS_LYG_contig_8669285,GB_GCA_013403005.1,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp013403005,iPHoP-RF,91.8,None
JS_LYG_contig_8669285,GB_GCA_000309865.1,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp000309865,iPHoP-RF,91.4,None
JS_LYG_contig_8669285,GB_GCA_012838205.1,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp012838205,iPHoP-RF,91.4,None
JS_LYG_contig_8732709,RS_GCF_002608565.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp002608565,iPHoP-RF,94.7,None
JS_LYG_contig_8732709,RS_GCF_000171815.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp000171815,iPHoP-RF,93.4,None
JS_LYG_contig_8732709,RS_GCF_000176175.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio furnissii,iPHoP-RF,91.4,None
JS_LYG_contig_8732709,RS_GCF_003544875.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio alfacsensis,iPHoP-RF,90.8,None
