contig_id	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
LN_DD_contig_12200068||full	6796	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_22902345	6796	6	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_20452993||full	6796	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5358230||full	6796	12	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_4315073	6795	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_3005893||full	6795	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_9181696||full	6795	14	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_2908266	6795	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12429940||full	6795	18	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_433181	6794	15	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_24780837	6794	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_13148173	6794	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_20209979||full	6794	3	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_5792965||full	6794	6	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_20134847	6794	12	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_19375134||full	6793	5	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_21344515	6793	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_644263	6793	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_4958776	6792	13	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_18460915_1	6791	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22470046	6791	6	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_11131386	6790	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_5614830	6790	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22497149||full	6790	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_19316469	6789	13	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_678151	6789	12	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_1179409||full	6789	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_25853204	6789	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_17482115||full	6789	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4247053	6789	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_7884838	6789	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_27503607	6787	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_23235277	6786	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_3269825||full	6786	8	0	6	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_8596220||full	6786	6	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_4403584||full	6785	7	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_21419390	6785	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_11041029	6785	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_10528881_1	6785	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_25431819||full	6785	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3445835	6785	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_24479403	6784	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_24164124||full	6784	5	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_26672779	6784	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_10172455	6783	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_13307304||full	6783	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_5184542	6783	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_15056689	6783	6	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_12989287	6782	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_6891857||full	6782	10	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_15816565	6782	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1951297||full	6782	10	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_702608	6782	12	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5856392||full	6781	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_31776657	6779	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_29446736||full	6779	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_19611627	6779	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_19687204	6779	15	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_21496032	6778	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_8665119	6778	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_20790989	6778	16	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_9590798	6777	10	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_9639001||full	6777	13	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_26100661	6777	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_256620||full	6776	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_9734360	6776	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_15103071	6776	12	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_24567451	6776	13	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_12127294	6776	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_14173594	6776	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_13042258||full	6775	12	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_25306379	6775	12	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_9356746	6775	7	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_11004895||full	6775	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13921746	6775	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_10666806	6774	15	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_34576109	6774	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_25986783	6774	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_9619144	6774	16	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_20149792	6774	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_22495003||full_1	6772	8	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_9275635	6771	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_11755187	6771	2	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_9918625	6771	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_10767593	6770	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_929771	6770	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_18472822	6770	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_2839484||full	6770	7	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_30402579||full	6769	6	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_16205847	6769	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5016942	6769	13	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_25141736||full	6768	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_5324155	6768	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_29110590	6768	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_12702496||full	6767	12	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_19790342||full	6767	16	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_26419822	6765	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1782983	6765	5	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_28544550||full	6765	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_13976076	6765	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22520054	6765	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_10795893||full_1	6764	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_3853266||full	6764	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_21554189||full_1	6764	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_3836982||full	6763	10	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_10211198	6763	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_33284471	6762	12	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_17131170	6762	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_17666573	6762	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_10913995	6762	16	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_19388224	6761	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_32316659||full_1	6761	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_28001336||full_1	6761	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_19227188||full	6760	3	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_23663765	6760	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_19664478	6760	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_24830348||full	6760	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_18596222||full	6759	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_1342778	6759	8	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_9008226	6759	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_19171146||full	6759	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3781738	6759	15	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_26047337||full	6758	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_32848409	6757	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_26089490	6757	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_3324362||full_1	6756	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_15262587	6756	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_767733||full_1	6756	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_33737945	6755	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16844681||full	6755	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26367001	6754	15	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_21120536	6753	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_8954034	6753	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_2450964	6753	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3226295	6753	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_7237075	6752	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_6114721	6751	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_25674728||full	6751	3	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_6463071	6751	10	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_19866209||full	6751	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_18420392||full_1	6750	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_23401213	6750	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26266704||full	6750	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_14961629	6749	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_4163426	6747	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_29372142	6747	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_19680329	6747	9	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_20084470	6746	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_4625286	6746	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_8378353	6746	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_9335818	6746	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_18469064	6745	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_24964665	6745	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_5064347||full	6745	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_9292547	6745	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_8253237	6744	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_3069632	6744	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13153884	6744	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_13793975	6743	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16563978	6743	11	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_6631210	6742	9	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_25100922	6741	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_30122267	6741	13	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_16362434	6741	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_29640194||full	6740	4	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_6021229	6740	14	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_4263875	6740	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_20388227	6738	14	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_22676253	6738	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_15301136||full	6738	7	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_6107581	6738	17	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_2020263	6737	16	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_18083462||full	6737	5	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_756721	6737	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_24710278	6737	16	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_14906306	6737	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16021686	6737	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_13256205	6736	8	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_17551352	6736	11	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_6900822	6736	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_21862737||full	6736	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_7728978	6735	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_11971735	6735	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_19908539||full	6735	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5227120||full	6733	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_8050024||full	6732	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_2979788||full	6731	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_14849531	6731	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_4166032	6730	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1248939	6730	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_10515423||full	6730	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_18916851	6729	14	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_14928297||full	6728	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_506217	6728	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22079980	6728	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_25683033	6728	13	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_7262411	6728	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_32771287	6727	8	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_4953222	6727	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_19263229	6727	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_418129	6726	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_18813783	6725	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_26280451	6725	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_583328	6725	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_7819938||full	6725	6	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_21895424	6725	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_13588211	6724	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_16882146||full	6724	11	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22561002	6724	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_15596413	6723	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_12169297	6723	18	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_3356533	6723	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_25249170	6723	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_31435615	6723	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_4600831	6723	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_19689343	6723	9	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_5879319	6722	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_29550395	6722	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1250159	6722	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_17834576||full	6722	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_26448550	6722	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1793776||full	6722	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_25825807	6721	14	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_27552890||full	6721	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_221067	6721	6	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1814551||full_1	6720	9	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_10708301	6720	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_12773920	6719	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_2442598	6719	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_4841550	6719	9	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_13324968||full	6719	16	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_24944519	6719	14	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_25210657	6717	15	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_26508642	6717	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12737194||full	6717	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_22520982	6716	15	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_7161001||full	6716	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_20196998	6716	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_11694438	6716	15	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_30620395	6715	19	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_5285043	6715	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4479967	6715	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_4609172	6714	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_761356	6714	15	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_20058158||full	6713	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12294519	6713	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_10684621	6712	13	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_7918875||full	6712	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_14695181	6712	16	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_16102757||full	6712	7	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_5999442||full	6711	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_27099034	6711	13	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_21032836||full	6711	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_13786502	6711	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_11193847	6709	10	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_15988975	6709	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5080793	6709	4	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_26708474	6708	7	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_29734627	6707	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_13702468	6707	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_12512197||full	6707	8	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_25742311	6707	11	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_931765||full_1	6706	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_13168043	6706	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_11327199	6706	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_2712160||full	6706	8	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_2413941||full	6705	9	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_21924415||full	6705	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_9323301	6705	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_27978115	6705	13	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_7355097||full	6705	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_8579180	6705	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_25508430	6705	9	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_5782881	6704	9	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_22661930	6704	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_13451409	6704	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_24665692	6704	16	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26307112	6703	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3696664	6703	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
