contig_id	contig_length	viral_length	aai_expected_length	aai_completeness	aai_confidence	aai_error	aai_num_hits	aai_top_hit	aai_id	aai_af	hmm_completeness_lower	hmm_completeness_upper	hmm_num_hits	kmer_freq
ZJ_WZ_contig_4620881	7138	NA	34541.51996	20.66498524	low	16.04589098	29	GCA_012944935.1	36.58	28.38	11.19	17.88	1	1
GD_ZH_contig_26597257	7137	NA	43607.09042	16.36660445	low	10.47449238	5	DTR_113206	31.42	47.91	6.59	19.47	1	1
JS_LYG_contig_21821550	7136	NA	113135.0403	6.307506481	medium	8.794738452	100	DTR_200437	34.75	52.79	NA	NA	0	1
LN_DD_contig_14200856	7136	NA	61190.48896	11.66194309	high	2.07253886	327	DTR_629099	78.74	83.53	10.16282494	16.07158966	4	1
ZJ_NB_contig_7367362||full	7136	NA	38705.94808	18.43644285	low	11.51254212	18	DTR_105791	42.53	35.33	5.457575758	22.56599718	2	1
ZJ_NB_contig_9189366	7136	NA	6946.104425	100	low	22.11309875	12	DTR_072928	44	15.9	84.68373007	92.54036132	2	1
ZJ_WZ_contig_14911303||full	7136	NA	72032.37868	9.906656049	low	11.6380162	5	DTR_113642	43.22	31.94	10.78550317	18.68562406	8	1
ZJ_WZ_contig_20889326	7136	NA	34673.99773	20.58026322	high	3.420947602	11	GCA_016456195.1	94.75	35.46	2.647712692	12.0133682	2	1
GX_BH_contig_29706885||full	7135	NA	55474.24551	12.86182432	medium	6.36	14	GCA_020492505.1	42.18	83.03	15.23919762	19.61760732	3	1
HN_SY_contig_30774550||full	7135	NA	49140.27352	14.5196587	low	13.97579829	4	DTR_314476	38.5	31.11	4.93	20.2	1	1
JS_YC_contig_12409456	7134	NA	44523.7184	16.0229205	low	25.75559273	26	DTR_183436	32.2	13.02	3.46	16.81	1	1
LN_DD_contig_18687323	7134	NA	826270.6954	0.863397436	low	16.04589098	4	GCA_004151645.2	33.6	29.16	0.99386595	3.746173855	3	1
SD_QD_contig_13030747||full	7134	NA	40633.41172	17.55698008	low	25.7423875	10	DTR_291542	37.3	14.53	NA	NA	0	1
ZJ_WZ_contig_25589631||full	7134	NA	79725.46645	8.948207289	low	25.07880911	3	GCA_003014075.1	28.1	11.08	5.2	17.18	1	1
JS_LYG_contig_15833267	7132	NA	NA	NA	NA	NA	0	NA	NA	NA	16.97	47.77	1	1.01
JS_LYG_contig_1921820||full	7132	NA	131015.1601	5.443644837	low	23.31770681	25	67117	30.7	18.77	3.83	21.69	1	1.01
JS_LYG_contig_2433668	7132	NA	47056.05361	15.15639212	medium	9.770421783	17	DTR_229004	43.1	43.69	9.302608696	20.94826087	2	1
GD_ZH_contig_3207031	7131	NA	38732.67805	18.41081061	low	10.47449238	13	DTR_270019	32.26	48.98	10.6941402	20.44265509	4	1
SD_QD_contig_24872971||full	7131	NA	56128.53274	12.70476824	low	19.63939047	2	DTR_228388	52.4	4.84	NA	NA	0	1
ZJ_WZ_contig_15684787	7131	NA	182375.8478	3.910057217	high	4.545549193	97	GCA_000905255.1	52.64	67.58	2.890250574	6.074407485	4	1
SD_QD_contig_24680976	7130	NA	188851.4119	3.77545496	low	12.8935831	52	DTR_264211	72.6	5.4	3.17	7.77	1	1
ZJ_WZ_contig_20080645||full	7130	NA	31224	22.83499872	low	15.2023692	1	DTR_891535	24.4	46.21	5.62527668	21.66267022	3	1
JS_LYG_contig_5762381	7127	NA	57569.77133	12.37976083	low	17.26760039	79	DTR_184902	57.1	6.33	NA	NA	0	1
GD_ZH_contig_17039683||full_1	7126	NA	52471.54407	13.58069431	low	10.73817066	216	DTR_207408	28.66	52.65	10.66	23.37	1	1
SD_QD_contig_11957324	7126	NA	155993.6173	4.568135621	low	10.31618577	6	DTR_250120	30.48	46.5	NA	NA	0	1
JS_LYG_contig_6254672	7125	NA	51263.88078	13.89867464	low	16.77468252	81	686494	35.9	24.34	2.718044996	12.24933282	2	1
JS_YC_contig_4601537	7125	NA	46236.8291	15.40979375	medium	5.640745652	12	DTR_283209	45.94	76.16	11.54339811	18.42038685	3	1
JS_YC_contig_5835513||full_1	7125	NA	45407.90784	15.6910995	low	16.07369759	326	GCA_004874795.1	43	21.93	11.17294606	21.09904564	2	1
ZJ_NB_contig_10229076||full	7125	NA	30317.69269	23.50112878	high	3.923096017	20	GCA_009653375.1	56.19	84.34	10.23505376	24.04935484	2	1
JS_YC_contig_13438602	7124	NA	184295.9567	3.865521593	low	23.31770681	10	DTR_351789	29.46	20.49	NA	NA	0	1
LN_DD_contig_9983505	7124	NA	60683.05642	11.73968554	high	1.288489635	108	DTR_890444	97.07	95.17	6.000958105	10.73811962	6	1
SD_QD_contig_25357064	7124	NA	72983.53486	9.761105725	low	19.9773131	110	784340	57.3	12.19	4.073657649	16.57766538	3	1
GD_ZH_contig_5242187	7123	NA	280776.298	2.536895048	medium	7.958415487	2	DTR_202747	41.76	57.67	4.798569536	13.39940397	2	1
JS_LYG_contig_8708853	7123	NA	45936.4113	15.50621783	medium	5.345780422	9	DTR_633843	38.5	82.3	4.56	17.21	1	1
LN_DD_contig_18896532||full	7123	NA	74718.50708	9.533113385	low	NA	3	3300017780|Ga0181346_1000002	24.3	6.07	10.58	23.07	1	1
GD_ZH_contig_4980195	7122	NA	45819.59393	15.54356857	low	16.04589098	6	DTR_049258	33.4	30.16	10.43876717	19.11793808	3	1
LN_DD_contig_24939132	7122	NA	74531.86888	9.555643923	low	14.89482661	78	DTR_170621	52.14	17.86	8.308980613	20.10435272	2	1
LN_DD_contig_8381582||full	7122	NA	224796.6025	3.168197349	low	23.05470564	9	DTR_269547	29.5	25.67	NA	NA	0	1
SD_QD_contig_29695977||full	7122	NA	42778.77963	16.64844126	medium	8.303414307	163	DTR_680449	49.51	49.87	8.696673313	24.56756481	4	1
GX_BH_contig_30077526||full	7121	NA	88280.72881	8.066313108	low	26.96562388	8	DTR_716483	41.49	11.11	8.255623188	11.84481159	2	1
JS_YC_contig_27433432	7121	NA	118187.5594	6.025168837	high	4.99964124	18	DTR_110462	58.12	35.97	5.66	19.96	1	1
LN_DD_contig_4518914	7121	NA	60497.7693	11.77068193	low	15.1657312	69	DTR_891973	40.12	26.85	3.645754896	20.8413266	2	1
ZJ_NB_contig_5086798||full	7121	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1
HN_SY_contig_26924205||full	7120	NA	NA	NA	NA	NA	0	NA	NA	NA	0.35	2.06	1	1
JS_YC_contig_6855221	7120	NA	50729.01284	14.03536084	low	12.8935831	358	DTR_405932	75.4	3.6	4.79	19.7	1	1
SD_DY_contig_29117176||full	7120	NA	63677	11.18143129	low	13.97579829	1	3300046791|Ga0495500_0000071	37.77	31.83	4.6	19.31	1	1.01
GX_BH_contig_31009482	7119	NA	22133.35366	32.16412708	low	14.00865819	34	DTR_382275	28.17	39.01	6.957000882	25.89398461	5	1
HN_SY_contig_21877202||full	7118	NA	111762.685	6.368852004	low	26.22365905	23	GCA_008214835.1	26.8	29.09	NA	NA	0	1
ZJ_WZ_contig_25915327	7118	NA	48982.21354	14.5318055	high	2.648503154	107	DTR_892025	64.61	97.22	9.80200599	19.83753527	5	1
GD_ZH_contig_18948103||full	7117	NA	234690.9442	3.032498771	low	14.69115206	32	DTR_317181	36.56	32.72	NA	NA	0	1
GX_BH_contig_20105118	7117	NA	52485.20423	13.56001202	low	11.90810751	36	DTR_009911	53.55	20.63	7.460628685	20.70308596	4	1
JS_LYG_contig_24616644	7117	NA	118087.4591	6.026888932	low	14.00865819	7	DTR_261653	32	41.33	NA	NA	0	1.01
JS_YC_contig_16580913	7117	NA	42679.76797	16.67534839	low	10.31618577	4	DTR_226311	28.7	45.73	13.94385235	19.17151678	2	1
SD_QD_contig_7943952	7117	NA	63780.91169	11.15851093	low	23.31770681	10	GCA_022876775.1	31.7	19.23	9.502633929	13.2746875	2	1
ZJ_WZ_contig_8787565||full	7117	NA	96130.90197	7.403446607	low	16.35466304	29	DTR_552328	40.5	19.99	NA	NA	0	1
JS_LYG_contig_13423013	7116	NA	73647.17755	9.662284742	low	23.05470564	9	DTR_042880	29.9	24.32	4.46	18.02	1	1
ZJ_NB_contig_21574533	7116	NA	9090	78.28382838	low	22.11309875	1	DTR_072401	43.5	13.18	66.34	100	1	1
ZJ_WZ_contig_20804260	7113	NA	31961.85915	22.25465035	high	2.065882536	21	DTR_272000	76.86	86.11	18.48288907	24.90552275	2	1
FJ_XM_contig_10421780||full	7112	NA	93163.01205	7.633930938	low	19.4362889	12	DTR_319594	35	22	2.29	19.76	1	1
SD_QD_contig_26028712	7112	NA	54064.5356	13.1546492	high	3.16790717	29	DTR_269763	76.83	70.24	3.519167722	19.17829372	3	1
JS_YC_contig_18029665||full	7111	NA	113643.0575	6.257311405	low	25.7423875	11	405610	33.7	14.48	NA	NA	0	1
ZJ_NB_contig_15347130	7111	NA	89937.30296	7.906619129	low	22.91815918	649	GCA_003991705.1	48	11.26	NA	NA	0	1
HN_SY_contig_24267930||full	7110	NA	92680.67587	7.671502104	low	22.64180508	7	GCA_000900775.1	29.1	28.15	NA	NA	0	1
HN_SY_contig_6152741	7110	NA	41665	17.06468259	low	23.05470564	1	DTR_144565	28.2	24.42	10.34	12.21	1	1
JS_LYG_contig_3963536	7110	NA	48389.59724	14.69324071	low	18.15858546	12	GCA_902984305.1	29.81	36.97	12.96595741	20.81398902	4	1
JS_YC_contig_18052099	7110	NA	35231	20.18109052	high	3.215565576	1	DTR_043070	62.46	75.61	13.26301318	21.5568409	4	1
HN_SY_contig_18199788	7109	NA	504600.2401	1.408838014	medium	8.16402445	3	3300042542|Ga0453075_0000001	51.54	42.7	NA	NA	0	1
JS_LYG_contig_19785842	7109	NA	40383.32061	17.60380249	low	22.91815918	33	DTR_256694	50.7	11.55	6.5	21.81	1	1
GD_ZH_contig_7842317	7108	NA	111422.761	6.379307006	low	26.22365905	3	3300045120|Ga0467015_0000055	27.3	28	5.69	16.87	1	1.01
ZJ_NB_contig_12111849	7108	NA	39239.95918	18.11418806	high	2.909169271	3	DTR_292831	71.88	68.08	4.06	20.24	1	1
GX_BH_contig_2482095||full	7107	NA	61645.80487	11.52876504	low	14.94793612	42	DTR_053179	58.7	7.26	5.537706693	20.82162402	2	1
JS_LYG_contig_22294774	7107	NA	168492.716	4.21798649	low	13.97579829	138	DTR_269708	41.84	30.97	3.45	16.74	1	1
JS_LYG_contig_20661736	7106	NA	122298.7621	5.810361347	low	25.66135867	23	DTR_632191	44.6	10.33	7.72012987	20.97857143	2	1.01
JS_YC_contig_5566255	7106	NA	53231.32514	13.34928255	high	4.902817022	30	DTR_296182	65.28	37.96	6.437092359	12.63312595	3	1.01
GX_BH_contig_17388191	7105	NA	48775.6269	14.56670155	low	13.01267382	7	3300048583|Ga0498911_0000127	44.46	26.04	11.22800925	19.97504425	5	1
ZJ_WZ_contig_26655161	7105	NA	158980.7614	4.469094208	low	26.96562388	112	DTR_361490	39.9	9.01	3.192917097	12.31837546	4	1
SD_DY_contig_9579489	7104	NA	59356.92664	11.96827464	high	4.717618862	2	62233	57.55	48.49	11.51309278	18.12659794	2	1
JS_LYG_contig_21569895	7103	NA	37485.3453	18.94873835	medium	5.886046356	5	DTR_199792	34.32	74.06	7.787291066	21.29783862	2	1
GD_ZH_contig_7634905||full	7102	NA	44560	15.93806104	low	25.07880911	1	DTR_236832	29.9	12.23	NA	NA	0	1.01
GX_BH_contig_10493287	7102	NA	15588.20955	45.56007523	low	19.50781638	80	DTR_047303	24.45	40.86	10.23475118	38.49786053	4	1
FJ_XM_contig_29049501	7101	NA	111892.6769	6.346259824	high	3.886715882	126	DTR_344501	43.54	100	5.734054742	7.51862508	3	1
GX_BH_contig_24002978	7101	NA	99168.15242	7.160564986	low	13.01267382	5	DTR_044350	45.23	23.1	7.58	16.74	1	1
SD_QD_contig_19098052	7101	NA	53660.90255	13.23309833	low	12.6104891	2	347408	40.38	39.99	9.25	20.61	1	1
ZJ_NB_contig_9691064||full	7101	NA	114859.6392	6.182328318	high	4.545549193	9	DTR_317277	53.48	72.18	4.620005253	10.34969264	3	1
ZJ_NB_contig_13722826	7099	NA	57400.16295	12.36756071	low	16.04589098	133	DTR_197003	36.4	31.31	2.05	7.21	1	1
ZJ_WZ_contig_26741669	7099	NA	34883.16731	20.35078964	medium	8.16402445	28	GCA_002580545.1	48.31	43.67	6.009516313	17.47230762	4	1
ZJ_WZ_contig_5449166	7099	NA	53840.06967	13.18534698	high	3.229840798	3	GCA_012948585.1	65.62	79.79	10.52484936	19.48472011	6	1
FJ_XM_contig_17749599	7098	NA	56093.07355	12.65396875	low	22.91815918	24	DTR_892451	49.2	10.39	3.77	19.73	1	1
JS_YC_contig_1070728	7098	NA	383293.9105	1.851842621	low	25.75559273	24	GCA_002607645.1	28.1	13.95	3.81	8.22	1	1
GD_ZH_contig_16079184||full	7097	NA	42618.75024	16.65229496	medium	9.049739468	9	DTR_041589	33.13	45.45	NA	NA	0	1
SD_QD_contig_17760554	7097	NA	47891.37074	14.81895358	low	22.64180508	9	DTR_286155	29.4	31.65	9.919368635	18.17918534	2	1
SD_QD_contig_31021758||full	7097	NA	180265.3329	3.936974395	low	10.73817066	110	3300025000|Ga0209318_1000018	31.5	54.08	NA	NA	0	1
ZJ_NB_contig_26719787	7096	NA	60914.31557	11.64915001	high	3.743393582	135	DTR_288116	59.29	80.04	6.834511135	10.67025538	7	1
FJ_XM_contig_29603040	7095	NA	62482.68801	11.35514528	medium	6.640552136	64	DTR_892154	44.73	64.43	9.627095301	21.37264234	3	1
LN_DD_contig_784178	7095	NA	41368.63081	17.1506764	low	19.63939047	63	GCA_902990395.1	48.1	5.33	8.995751232	21.35780788	2	1
GD_ZH_contig_23690038||full	7094	NA	39152.82414	18.11874406	low	11.6380162	608	DTR_289774	45.54	32.08	8.059831182	20.81200596	2	1
FJ_XM_contig_25403723	7093	NA	64416.5097	11.01115232	low	25.75559273	55	DTR_889835	28.4	16.67	NA	NA	0	1.01
GX_BH_contig_26038009	7093	NA	61785.12455	11.48010958	low	19.63939047	3	3300046683|Ga0495658_0000023	51.5	4.03	3.18	22.56	1	1
HN_SY_contig_32484925	7093	NA	187758.1472	3.777732208	medium	5.55225339	91	GCA_017654345.1	68.54	27.45	3.981545152	6.102200623	5	1
ZJ_NB_contig_2009493||full	7093	NA	37465.21094	18.93223025	low	12.49552918	63	DTR_208133	37.31	40.8	11.48	19.39	1	1
SD_DY_contig_10903393	7092	NA	45468	15.59778306	high	2.065882536	1	DTR_893324	74.45	86.55	10.38589797	19.70975213	4	1
SD_DY_contig_7017361||full	7092	NA	76213.8591	9.305394168	medium	9.11672823	5	401342	44.52	53.61	11.89789528	23.25588575	4	1
ZJ_NB_contig_23539110||full	7091	NA	87937.01364	8.06372619	medium	9.049739468	85	DTR_248051	37.28	47.16	4.04	23.23	1	1
ZJ_WZ_contig_12366813||full	7091	NA	73746	9.615436769	low	25.85722811	1	DTR_319146	40.4	4.24	4.01	15.66	1	1
GD_ST_contig_7934007||full_1	7090	NA	92001.71915	7.706377735	low	18.15858546	152	DTR_131513	28.88	34.78	3.69	9.12	1	1
SD_QD_contig_6385507	7090	NA	159179.5292	4.454090318	low	16.04589098	148	108555	33.9	29.55	3.48	20.16	1	1
ZJ_WZ_contig_14041797||full	7090	NA	46969.72753	15.09482889	medium	8.303414307	41	GCA_022876395.1	48.15	49.96	10.29196988	26.18531765	9	1
ZJ_WZ_contig_18304016||full	7090	NA	445178.514	1.592619539	medium	7.958415487	6	3300020704|Ga0214250_1000002	38.37	60.37	0.571964608	1.704946682	3	1
HN_SY_contig_29309560	7089	NA	228343.2308	3.104536961	medium	5.433029272	5	GCA_009745195.1	38.09	100	3.259960707	5.079253438	2	1
ZJ_WZ_contig_26596398	7089	NA	41489.68064	17.08617635	medium	5.640745652	735	DTR_891660	44.95	74.81	7.754191564	18.82923867	7	1
JS_LYG_contig_20677834	7088	NA	74083.78693	9.567545469	medium	6.784734348	94	DTR_158216	35.56	65.52	8.772349448	11.05521046	3	1
SD_DY_contig_18548232	7087	NA	152886.1039	4.635476879	low	25.66135867	297	DTR_317274	45.1	9.36	3.337015748	13.93926772	2	1
SD_QD_contig_17844800||full	7087	NA	72702.91222	9.747890124	low	19.4362889	349	DTR_229090	36.2	21.45	4.82	18.19	1	1
ZJ_WZ_contig_14273449	7087	NA	49056.35776	14.44664937	low	14.63843273	292	GCA_012942025.1	64.6	15.5	10.6	23.25	1	1
GX_BH_contig_14367023	7086	NA	53338.87847	13.28486875	low	23.31770681	9	DTR_889992	29.5	20.27	14.05	21.49	1	1
LN_DD_contig_12780998	7086	NA	155688.9998	4.551381286	low	22.11309875	6	3300017700|Ga0181339_1000001	42.6	13.31	NA	NA	0	1.01
ZJ_WZ_contig_14339336||full	7086	NA	63263	11.2008599	medium	5.465815177	1	GCA_012940295.1	56.59	43.94	NA	NA	0	1
FJ_XM_contig_26368802||full	7085	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1
GD_ST_contig_23009183	7085	NA	79905	8.8667793	high	2.11770428	1	DTR_315911	75.84	97	NA	NA	0	1
ZJ_NB_contig_12382722||full	7085	NA	NA	NA	NA	NA	0	NA	NA	NA	9.96	24.22	1	1
ZJ_NB_contig_1805747	7085	NA	174968.3945	4.049302745	high	2.11770428	24	GCA_011757285.2	75.94	93.71	3.500118046	4.179044141	7	1
JS_YC_contig_18022720||full	7084	NA	NA	NA	NA	NA	0	NA	NA	NA	3.450582719	18.29971869	2	1
SD_QD_contig_22570217||full	7084	NA	54315.63844	13.04228433	medium	8.104101466	18	DTR_312994	43.6	58.52	NA	NA	0	1
ZJ_NB_contig_18062243||full	7084	NA	43119.83033	16.42863607	medium	8.895372584	6	DTR_344669	46.67	49.79	10.5	19.56	1	1
JS_YC_contig_11259300||full	7083	NA	45152.99333	15.68666765	low	16.07369759	129	GCA_902988015.1	43	18.02	6.44	21.09	1	1
LN_DD_contig_4252795||full_1	7082	5718	83339.41675	6.861099133	low	16.35466304	4	DTR_281213	39.1	17.9	3.93	16.44	1	1.02
ZJ_WZ_contig_2497456||full	7082	NA	98881.06611	7.162139607	medium	7.958415487	28	DTR_257198	41.83	61.3	NA	NA	0	1
GD_ST_contig_2384404||full	7081	NA	49344.33184	14.35017911	low	12.49552918	130	GCA_004778565.1	36.63	40.38	10.7319242	19.68297376	3	1.01
ZJ_NB_contig_6961720||full	7081	NA	181908.4006	3.892618469	low	10.26548673	7	GCA_009657395.1	47.53	39.98	2.48	5.3	1	1
SD_DY_contig_6604401	7080	NA	59885.70469	11.82252098	low	16.35466304	67	GCA_019333785.1	38.31	22.5	NA	NA	0	1
SD_QD_contig_4166101	7080	NA	153016.9237	4.626939184	high	2.648503154	9	DTR_233849	62.57	93.83	3.220971524	9.199832496	2	1
GD_ZH_contig_26658020	7079	NA	43765.87584	16.17470201	low	15.8221247	149	DTR_120937	56.6	14.39	10.70992606	21.74147874	2	1
JS_YC_contig_18671976||full	7079	NA	47474.1372	14.91127679	low	10.64388962	2	DTR_332328	51.7	31.61	3.765361446	22.54981928	2	1
ZJ_NB_contig_28619924	7079	NA	NA	NA	NA	NA	0	NA	NA	NA	61.42	100	1	1.01
ZJ_WZ_contig_6832316_1	7079	NA	229903.7571	3.079114535	low	13.97579829	22	794706	39.95	29.15	2.181744681	5.461574468	2	1
HN_SY_contig_18111716	7077	NA	169265.1672	4.181013799	low	23.31770681	45	DTR_351788	31.3	19.45	3.026721144	17.95911134	2	1
ZJ_WZ_contig_24637697||full_1	7077	NA	40973.91228	17.27196552	low	25.7423875	9	DTR_041610	36.7	13.11	15.43	21.24	1	1
HN_SY_contig_28239128	7076	NA	36412.81016	19.43272153	low	14.00865819	91	DTR_141826	31.28	40.87	9.260247344	20.81391464	3	1
HN_SY_contig_32111642	7076	NA	40461.38136	17.48828083	high	3.729320482	87	GCA_003440575.1	61.47	67.38	6.457200191	18.47284644	4	1
LN_DD_contig_11905213	7076	NA	39012.24829	18.13789338	low	10.0351978	6	GCA_902987565.1	38.19	45.1	14.51594937	24.06797468	2	1
SD_DY_contig_15475790	7075	NA	164333.0777	4.30528053	medium	7.02632878	68	GCA_002609525.1	59.8	31.27	3.05205298	10.22847682	2	1
ZJ_WZ_contig_18077900||full	7075	NA	81050.4574	8.729130256	low	23.38766299	4	GCA_001501535.1	26.7	34.92	7.099562855	12.80267805	3	1
ZJ_WZ_contig_7516343||full	7075	NA	178020	3.974272554	high	4.017665589	1	GCA_009653555.1	62.05	61.16	3.58	16.21	1	1
FJ_XM_contig_30237765	7074	NA	40661.67835	17.39721597	low	10.47449238	2	DTR_714950	32.1	47.96	NA	NA	0	1
SD_QD_contig_17272656	7074	NA	101813.1755	6.948020202	low	26.22365905	13	3300032285|Ga0335280_1179878	26.42	32.13	3.76	15.86	1	1
JS_LYG_contig_8854575	7073	NA	45745.56268	15.46160892	high	3.743393582	105	DTR_633843	58.96	77.88	12.9353419	17.77268553	6	1
JS_YC_contig_20354774	7072	NA	38766.53119	18.2425401	high	1.215613844	15	DTR_585519	90.77	100	14.86929439	20.83700214	4	1
JS_YC_contig_25927369	7072	NA	49282.88983	14.34980786	low	12.6104891	57	DTR_152163	39.03	42.14	7.583610694	33.1999469	4	1
ZJ_NB_contig_24413023	7072	NA	44942.77238	15.73556687	low	23.38766299	6	3300050821|Ga0505706_00002457	23.8	37.13	1.54	23.71	1	1
FJ_XM_contig_13819073	7071	NA	24815.64054	28.49412647	high	4.866923421	7	DTR_236868	53.13	100	14.98327755	24.17541144	3	1
SD_QD_contig_28876685||full	7070	NA	62891.1489	11.24164548	low	25.75559273	22	3300033141|Ga0366833_1000778	31.6	13.9	NA	NA	0	1
ZJ_WZ_contig_6824559||full	7070	NA	283496.217	2.493860438	low	12.49552918	2	3300025288|Ga0210044_10000007	36.17	42.2	0.50149664	4.174544899	2	1
FJ_XM_contig_11854378||full	7069	NA	149637.6581	4.72407821	low	18.45191178	180	GCA_012949905.1	50.9	13.88	NA	NA	0	1
GD_ST_contig_19341646||full	7069	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1
FJ_XM_contig_18013966	7068	NA	48718.99662	14.50768794	medium	8.303414307	17	DTR_696297	48.94	48.81	6.338372047	19.08541691	4	1
JS_LYG_contig_2597969||full	7068	NA	51537.61092	13.7142562	medium	8.062709966	8	DTR_696566	34.22	57.81	10.31430845	19.47252716	3	1
JS_YC_contig_1602041	7068	NA	115753.707	6.106067946	high	1.603206413	2	DTR_077709	85.57	100	3.050922242	11.80497781	3	1
SD_QD_contig_13511689	7068	NA	107075	6.600980621	high	2.436588895	1	DTR_631459	79.49	74.96	NA	NA	0	1
HN_SY_contig_4387448	7067	NA	60892.87745	11.60562663	low	14.00865819	166	GCA_902983225.1	31.91	41.22	9.891891254	14.30623322	4	1
JS_LYG_contig_7286399	7067	NA	46225	15.28826393	low	12.6821995	1	DTR_633843	27.3	73.08	13.52973412	17.5457677	3	1
JS_YC_contig_13017212	7067	NA	49855.2622	14.17503326	medium	8.402006449	133	DTR_008209	42.45	52.8	10.92339376	17.00315705	6	1
JS_YC_contig_15030616	7067	NA	78674.43952	8.98258703	low	25.66135867	26	DTR_243382	46.3	8.27	3.75	19.52	1	1
GD_ST_contig_171215	7066	NA	89175.22735	7.923725243	medium	6.715262547	24	DTR_269735	39.44	64.21	4.03	7.77	1	1
GD_ZH_contig_21162833	7066	NA	45443.46802	15.54898934	high	2.154251631	14	DTR_274733	74.18	92.23	9.382949575	18.05550983	9	1
JS_LYG_contig_12114177||full	7066	NA	46112.12073	15.32351991	low	22.11309875	80	DTR_182961	46.6	16.05	9.31	21.29	1	1
JS_LYG_contig_15504064	7065	NA	81782.35761	8.638782503	low	22.91815918	30	DTR_160551	51.1	12.44	NA	NA	0	1
SD_DY_contig_19399403||full	7065	NA	100156.2469	7.053978379	low	25.07880911	19	DTR_024234	30.4	10.38	5.65	16.77	1	1
ZJ_WZ_contig_21912757	7065	NA	67847.96441	10.41298742	low	10.7645696	544	GCA_012950355.1	46.74	39.63	4.310140845	19.48145875	2	1
ZJ_WZ_contig_8191712	7065	NA	252593.8821	2.796979856	low	15.1657312	30	GCA_000899635.1	37.7	26.37	9.22	9.59	1	1
FJ_XM_contig_24637378||full	7064	NA	101702.6878	6.945735803	low	25.43900354	5	924391	38.4	12.52	NA	NA	0	1
JS_LYG_contig_7515346	7064	NA	43127	16.37953022	low	14.27765362	1	DTR_358174	27.45	57.53	8.972933333	21.06213333	2	1
ZJ_NB_contig_5509717||full	7064	NA	84097.91862	8.39973226	low	25.66135867	4	DTR_256983	46.6	9.12	7.337939973	32.8324693	2	1
JS_LYG_contig_2671482	7063	NA	84010.76213	8.407256191	medium	6.242062484	374	DTR_228997	60.09	39.13	4.92	18.57	1	1
JS_LYG_contig_2899025	7063	NA	104916.1792	6.732040812	low	19.4362889	7	DTR_257198	32.6	20.98	4.03	7.77	1	1
SD_DY_contig_1476017||full	7063	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.03
HN_SY_contig_15822231||full	7062	NA	503519.3056	1.40252815	medium	5.640745652	2	3300015615|Ga0183872_11122578	45.21	74.75	3.172816327	8.077387755	2	1
JS_LYG_contig_1193737	7062	NA	43900.21995	16.08647977	medium	8.303414307	6	DTR_035500	48.56	48.3	8.291456954	22.54163907	2	1
ZJ_WZ_contig_15105422	7062	NA	37979.06853	18.59445288	low	19.4362889	37	DTR_258608	33.7	21.34	12.07282863	21.2243899	3	1
JS_YC_contig_22113459||full_1	7061	NA	56608.31151	12.47343334	medium	5.34106412	16	DTR_330887	42.52	83.43	14.54589214	19.3236119	4	1
ZJ_WZ_contig_1154917	7061	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1
ZJ_WZ_contig_3560506	7061	NA	36118.1825	19.54971018	medium	6.242062484	13	GCA_012951685.1	61.8	37.74	3.810735759	18.91063291	2	1
GD_ST_contig_10095443	7058	NA	100717.0071	7.007753908	high	3.565669235	27	GCA_000906115.1	57.86	68.76	3.22	16.45	1	1
GD_ZH_contig_20174069	7058	NA	42094.6593	16.76697262	low	27.31887169	3	DTR_889242	26.5	20.17	NA	NA	0	1
SD_QD_contig_9787013	7058	NA	69321.08419	10.18160648	low	10.0351978	64	81724	37.74	45.8	2.03	10.61	1	1
GD_ZH_contig_1423655||full	7057	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1
HN_SY_contig_25289501||full	7057	NA	63130.35602	11.17845747	low	11.13282589	2	DTR_134626	48.5	24	7.5	12.26	1	1
SD_DY_contig_28067574	7057	NA	43731.20007	16.13722008	low	13.18212496	27	DTR_284293	40.7	32.69	9.933360596	17.77526336	6	1
HN_SY_contig_22181732||full	7056	NA	42008	16.79680061	low	23.05470564	1	DTR_299400	27.6	24.45	NA	NA	0	1
HN_SY_contig_22747261||full	7056	NA	54104.42244	13.04144778	low	13.18212496	42	DTR_347039	42.42	34.85	NA	NA	0	1
GD_ZH_contig_26865218	7055	NA	46051	15.31997134	medium	6.042488233	1	DTR_208635	42.52	71.08	9.686942529	16.60896552	2	1
HN_SY_contig_30288569	7055	NA	49685.19117	14.19940194	medium	8.828654405	5	DTR_200541	30.24	75.75	6.115070103	10.46247331	3	1
JS_LYG_contig_16597093	7055	NA	57644.95133	12.23871274	low	23.05470564	13	DTR_703131	28.5	27.38	7.729565217	18.47413043	2	1
ZJ_NB_contig_9320373	7055	NA	1174206.323	0.600831375	low	12.6104891	15	GCA_002966435.1	40.47	40.54	0.94851485	2.503285633	4	1
ZJ_WZ_contig_13671695	7055	NA	149819.1873	4.70900966	low	13.97579829	4	DTR_250120	42.2	30.9	NA	NA	0	1
