seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
LN_DD_contig_1179409||full	1	0.887	1	dsDNAphage	6786	3	100	0
LN_DD_contig_1182305	1	0.453	1	dsDNAphage	18740	3	79.3	0
LN_DD_contig_1189820	1	0.42	1	dsDNAphage	27776	10	81.8	0
LN_DD_contig_11905213	1	0.84	1	dsDNAphage	7072	4	100	0
LN_DD_contig_11925042	0.993	0.24	0.993	dsDNAphage	11383	4	76.9	0
LN_DD_contig_11925585	1	0.473	1	dsDNAphage	12396	2	87.5	0
LN_DD_contig_11950797	1	0.18	1	dsDNAphage	14229	4	46.4	0
LN_DD_contig_11957549	0.64	0.1	0.64	dsDNAphage	5942	0	25	0
LN_DD_contig_119956	1	0.58	1	dsDNAphage	6472	3	71.4	0
LN_DD_contig_11996084	0.987	0.72	0.987	dsDNAphage	4980	3	57.1	0
LN_DD_contig_1201002	0.913	0.873	0.913	dsDNAphage	5385	0	36.4	0
LN_DD_contig_12019861	1	0.613	1	dsDNAphage	13815	4	37.5	0
LN_DD_contig_12040715	1	0.66	1	dsDNAphage	8055	1	83.3	0
LN_DD_contig_12040857||full	0.993	0.953	0.993	dsDNAphage	6425	1	100	0
LN_DD_contig_12047423	0.673	0.067	0.673	dsDNAphage	13198	0	16.1	9.7
LN_DD_contig_12057325	0.987	0.273	0.987	dsDNAphage	8110	0	92.9	0
LN_DD_contig_1207524	0.88	0.007	0.88	dsDNAphage	18410	0	54.3	2.9
LN_DD_contig_12200068||full	0.627	0.027	0.627	dsDNAphage	6427	0	40	20
LN_DD_contig_12213346	1	0.58	1	dsDNAphage	6023	1	83.3	0
LN_DD_contig_12216386	0.647	0.2	0.647	dsDNAphage	12425	0	20	0
LN_DD_contig_12219053||full	0.98	0.42	0.98	dsDNAphage	5112	1	66.7	0
LN_DD_contig_12226746||full	0.993	0.087	0.993	dsDNAphage	25847	4	60	0
LN_DD_contig_12236407	0.713	0.1	0.713	dsDNAphage	8303	0	41.7	8.3
LN_DD_contig_12265567||full	0.72	0	0.72	dsDNAphage	5807	1	33.3	16.7
LN_DD_contig_12271543||full	0.793	0	0.793	dsDNAphage	10697	1	37.5	25
LN_DD_contig_12320386	0.86	0.747	0.86	dsDNAphage	5992	0	80	0
LN_DD_contig_1232472	0.993	0.38	0.993	dsDNAphage	6192	2	77.8	0
LN_DD_contig_12332255	1	0.833	1	dsDNAphage	6191	3	75	0
LN_DD_contig_12333592	0.86	0.253	0.86	dsDNAphage	5313	0	12.5	0
LN_DD_contig_1234258	1	0.28	1	dsDNAphage	13493	1	13.2	0
LN_DD_contig_12392091	0.993	0.873	0.993	dsDNAphage	5808	3	85.7	0
LN_DD_contig_12408959	1	0.607	1	dsDNAphage	6329	1	40	0
LN_DD_contig_12414928	0.853	0.467	0.853	dsDNAphage	5034	0	60	0
LN_DD_contig_12449950	0.933	0.527	0.933	dsDNAphage	6001	0	50	0
LN_DD_contig_12456403	0.84	0.627	0.84	dsDNAphage	5639	0	40	0
LN_DD_contig_124903	0.747	0.1	0.747	dsDNAphage	6110	0	16.7	0
LN_DD_contig_1249901	0.993	0.22	0.993	dsDNAphage	14724	8	82.6	0
LN_DD_contig_12533309	0.527	0.007	0.527	dsDNAphage	6122	0	40	0
LN_DD_contig_1253599	1	0.88	1	dsDNAphage	17197	1	39.3	0
LN_DD_contig_12568877||full	0.993	0.8	0.993	dsDNAphage	8154	1	41.7	0
LN_DD_contig_12585491	1	0.587	1	dsDNAphage	5717	1	53.8	0
LN_DD_contig_12587499||full	0.993	0.453	0.993	dsDNAphage	6240	3	66.7	0
LN_DD_contig_12600141	0.987	0.32	0.987	dsDNAphage	5542	0	35.3	0
LN_DD_contig_12603610	0.993	0.453	0.993	dsDNAphage	6166	2	66.7	0
LN_DD_contig_12636246	0.933	0.493	0.933	dsDNAphage	8343	0	36.8	0
LN_DD_contig_12657386	0.94	0.9	0.94	dsDNAphage	4861	0	90	0
LN_DD_contig_12685086	1	0.3	1	dsDNAphage	15011	2	31.2	0
LN_DD_contig_12690538||full	0.993	0.54	0.993	dsDNAphage	9923	1	66.7	0
LN_DD_contig_12750237	1	0.973	1	dsDNAphage	9183	4	100	0
LN_DD_contig_12753501	1	0.733	1	dsDNAphage	9338	2	90	0
LN_DD_contig_12760874||full	0.84	0.713	0.84	dsDNAphage	4576	0	22.2	0
LN_DD_contig_12780998	0.767	0.947	0.947	ssDNA	7083	0	33.3	0
LN_DD_contig_12786813||full	0.973	0.04	0.973	dsDNAphage	6104	2	25	8.3
LN_DD_contig_12812188||full	0.867	0.02	0.867	dsDNAphage	6326	2	33.3	16.7
LN_DD_contig_12850349	0.967	0.96	0.967	dsDNAphage	5086	0	50	0
LN_DD_contig_12864470	0.993	0.3	0.993	dsDNAphage	7983	3	100	0
LN_DD_contig_12864532	1	0.713	1	dsDNAphage	5123	1	100	0
LN_DD_contig_12867308||0_partial	0.933	0.007	0.933	dsDNAphage	31166	4	26.1	17.4
LN_DD_contig_1287024||full	0.873	0.147	0.873	dsDNAphage	8450	1	28.6	0
LN_DD_contig_12884068	1	0.187	1	dsDNAphage	27912	2	56.8	0
LN_DD_contig_12903916	1	0.88	1	dsDNAphage	12100	3	95	0
LN_DD_contig_12904871	0.967	0.733	0.967	dsDNAphage	6391	2	50	0
LN_DD_contig_12907294||full	0.987	0.013	0.987	dsDNAphage	13358	4	33.3	6.7
LN_DD_contig_12947351	0.98	0.807	0.98	dsDNAphage	5248	1	70	0
LN_DD_contig_12948837	0.947	0.813	0.947	dsDNAphage	5701	0	85.7	0
LN_DD_contig_12962663||full	0.993	0.98	0.993	dsDNAphage	6626	2	100	0
LN_DD_contig_12970823||full	0.98	0.82	0.98	dsDNAphage	7542	2	50	0
LN_DD_contig_12971151	1	0.907	1	dsDNAphage	6991	0	95	0
LN_DD_contig_12975643||full	0.987	0.887	0.987	dsDNAphage	7482	1	100	0
LN_DD_contig_1306921	1	0.94	1	dsDNAphage	5297	1	60	0
LN_DD_contig_13073332	1	0.927	1	dsDNAphage	11657	6	100	0
LN_DD_contig_1311891	0.993	0.94	0.993	dsDNAphage	5064	1	100	0
LN_DD_contig_13124762	0.953	0.4	0.953	dsDNAphage	5094	0	78.6	0
LN_DD_contig_13148948	1	0.98	1	dsDNAphage	6296	4	100	0
LN_DD_contig_13215809	1	0.193	1	dsDNAphage	20435	2	58.8	0
LN_DD_contig_13257426	0.687	0.78	0.78	ssDNA	5764	0	75	0
LN_DD_contig_13291250||full	0.947	0.04	0.947	dsDNAphage	6581	1	25	0
LN_DD_contig_13304245	1	0.947	1	dsDNAphage	5168	2	100	0
LN_DD_contig_13317686||full	0.767	0.353	0.767	dsDNAphage	7420	0	77.8	0
LN_DD_contig_13337659	0.987	0.807	0.987	dsDNAphage	5023	1	88.9	0
LN_DD_contig_13359492	0.793	0.067	0.793	dsDNAphage	28005	0	44.7	0
LN_DD_contig_13381010||full	0.933	0.007	0.933	dsDNAphage	6482	2	30	20
LN_DD_contig_13383064	0.973	0.067	0.973	dsDNAphage	8272	4	58.3	8.3
LN_DD_contig_13387355||full_1	nan	nan	nan	dsDNAphage	4560	1	100	0
LN_DD_contig_13395389||full	0.993	0.307	0.993	dsDNAphage	5827	1	20	0
LN_DD_contig_13411690	0.84	0.14	0.84	dsDNAphage	6437	0	72.7	9.1
LN_DD_contig_1342778	1	0.827	1	dsDNAphage	6757	1	100	0
LN_DD_contig_13428591||full	0.733	0	0.733	dsDNAphage	18662	1	25	6.2
LN_DD_contig_13438758	0.973	0.3	0.973	dsDNAphage	28436	0	76.9	0
LN_DD_contig_13442819||full_1	0.993	0.793	0.993	dsDNAphage	5184	1	100	0
LN_DD_contig_13452841||full	0.987	0.26	0.987	dsDNAphage	13812	11	81.2	0
LN_DD_contig_1348517	1	0.84	1	dsDNAphage	9518	3	83.3	0
LN_DD_contig_13500700	0.62	0.113	0.62	dsDNAphage	7629	0	12.5	0
LN_DD_contig_13506747	0.527	0.047	0.527	dsDNAphage	13825	0	31.2	12.5
LN_DD_contig_13514585||full	0.713	0	0.713	dsDNAphage	8344	1	9.1	0
LN_DD_contig_13529046	0.873	0.02	0.873	dsDNAphage	8789	1	27.3	0
LN_DD_contig_13532173	0.873	0.653	0.873	dsDNAphage	5033	0	100	0
LN_DD_contig_13609504||full	0.853	0.033	0.853	dsDNAphage	6227	0	46.2	7.7
LN_DD_contig_13616251_1	0.8	0.973	0.973	ssDNA	2050	0	66.7	0
LN_DD_contig_13638864	0.86	0.787	0.86	dsDNAphage	7859	0	54.5	0
LN_DD_contig_13665030	0.973	0.827	0.973	dsDNAphage	5543	0	23.1	0
LN_DD_contig_13691976	0.993	0.12	0.993	dsDNAphage	35611	11	57.5	0
LN_DD_contig_13725735	0.993	0.3	0.993	dsDNAphage	10272	1	91.7	0
LN_DD_contig_13784220	1	0.947	1	dsDNAphage	5316	2	71.4	0
LN_DD_contig_13786502	1	0.373	1	dsDNAphage	6709	1	25	0
LN_DD_contig_13816982||full	0.84	0.093	0.84	dsDNAphage	6680	1	14.3	0
LN_DD_contig_13829514	1	0.333	1	dsDNAphage	6928	4	71.4	0
LN_DD_contig_13842789	0.993	0.047	0.993	dsDNAphage	9773	1	26.7	0
LN_DD_contig_13850276||full_1	0.98	0.38	0.98	dsDNAphage	27034	3	62.5	0
LN_DD_contig_13896371||0_partial	0.927	0.153	0.927	dsDNAphage	30170	1	51.7	3.4
LN_DD_contig_13910277||full_1	0.953	0.02	0.953	dsDNAphage	5128	1	50	25
LN_DD_contig_13915482	0.967	0.367	0.967	dsDNAphage	18690	0	95.5	0
LN_DD_contig_13915934	1	0.887	1	dsDNAphage	13591	8	90.9	0
LN_DD_contig_13951082	0.58	0.28	0.58	dsDNAphage	10278	0	25	0
LN_DD_contig_13970294	1	0.96	1	dsDNAphage	6959	5	100	0
LN_DD_contig_13971528	0.993	0.547	0.993	dsDNAphage	7357	1	81.8	0
LN_DD_contig_14026166||full	0.953	0.233	0.953	dsDNAphage	5033	1	14.3	0
LN_DD_contig_14099474	0.987	0.06	0.987	dsDNAphage	41135	2	60.5	0
LN_DD_contig_14100773	0.98	1	1	ssDNA	5357	0	100	0
LN_DD_contig_14101952	1	0.687	1	dsDNAphage	9316	4	100	0
LN_DD_contig_14108573	0.9	0.007	0.9	dsDNAphage	18173	1	27.3	0
LN_DD_contig_14136181	0.907	0.113	0.907	dsDNAphage	9783	0	25	0
LN_DD_contig_14152398	1	0.267	1	dsDNAphage	37244	7	51	0
LN_DD_contig_14170463	0.993	0.587	0.993	dsDNAphage	6249	3	90.9	0
LN_DD_contig_14200856	1	0.213	1	dsDNAphage	7097	1	87.5	0
LN_DD_contig_14212484||full	1	0.987	1	dsDNAphage	5740	2	100	0
LN_DD_contig_14218013||full	0.547	0.993	0.993	ssDNA	5128	0	50	0
LN_DD_contig_14222071	0.98	0.933	0.98	dsDNAphage	5703	0	66.7	0
LN_DD_contig_14236969||full	0.98	0.253	0.98	dsDNAphage	6064	2	66.7	0
LN_DD_contig_14261||full	0.867	0.007	0.867	dsDNAphage	4760	2	40	20
LN_DD_contig_14463145	0.713	0.053	0.713	dsDNAphage	54661	0	20.7	10.3
LN_DD_contig_14492315	0.807	0.113	0.807	dsDNAphage	16497	0	80	5
LN_DD_contig_14500834	0.993	0.48	0.993	dsDNAphage	7706	4	45.5	0
LN_DD_contig_14507871_fragment_1	0.693	0.113	0.693	dsDNAphage	3952	0	12.5	0
LN_DD_contig_14517178||full	1	0	1	dsDNAphage	66776	4	39.1	3.4
LN_DD_contig_1453755	1	0.887	1	dsDNAphage	6795	2	70	0
LN_DD_contig_14620755	0.993	0.207	0.993	dsDNAphage	9093	1	88.9	0
LN_DD_contig_14648695	1	0.84	1	dsDNAphage	11916	2	85.7	0
LN_DD_contig_14696678	0.993	0.513	0.993	dsDNAphage	5039	1	44.4	0
LN_DD_contig_14706974||full	0.92	0.62	0.92	dsDNAphage	6212	1	50	0
LN_DD_contig_14739933	0.82	0.627	0.82	dsDNAphage	5054	0	11.1	0
LN_DD_contig_14744617	0.96	0.66	0.96	dsDNAphage	5695	0	55.6	0
LN_DD_contig_14773830	1	0.473	1	dsDNAphage	6551	1	58.3	0
LN_DD_contig_14797262	0.92	0.153	0.92	dsDNAphage	5202	0	44.4	0
LN_DD_contig_14823880||full	1	0.767	1	dsDNAphage	8972	1	83.3	0
LN_DD_contig_14836031||full	1	0.813	1	dsDNAphage	5374	1	25	0
LN_DD_contig_14862038||full	1	0.873	1	dsDNAphage	10299	3	84.2	0
LN_DD_contig_14902999	0.607	0.027	0.607	dsDNAphage	5398	0	25	12.5
LN_DD_contig_14934147	1	0.047	1	dsDNAphage	25926	1	31.7	4.9
LN_DD_contig_14934485||full	0.9	0.067	0.9	dsDNAphage	7172	1	50	0
LN_DD_contig_14941538||full	0.913	0.047	0.913	dsDNAphage	5757	1	50	16.7
LN_DD_contig_14944662	0.987	0.953	0.987	dsDNAphage	6949	1	100	0
LN_DD_contig_14951090	0.873	0.013	0.873	dsDNAphage	8233	1	18.2	9.1
LN_DD_contig_1495651	1	0.64	1	dsDNAphage	5320	1	40	0
LN_DD_contig_14980333	0.96	0.353	0.96	dsDNAphage	12972	0	30.8	0
LN_DD_contig_1502165	1	0.793	1	dsDNAphage	10112	4	71.4	0
LN_DD_contig_15021667	1	0.833	1	dsDNAphage	8920	4	84.6	0
LN_DD_contig_15032652	0.993	0.447	0.993	dsDNAphage	7454	2	87.5	0
LN_DD_contig_15089248	0.627	0.927	0.927	ssDNA	5471	0	100	0
LN_DD_contig_15133898	1	0.947	1	dsDNAphage	5574	5	100	0
LN_DD_contig_15179521||full	0.9	0.58	0.9	dsDNAphage	6063	0	42.9	0
LN_DD_contig_15179641	1	0.533	1	dsDNAphage	5481	2	80	0
LN_DD_contig_15181227||full	0.647	0.067	0.647	dsDNAphage	5047	0	28.6	14.3
LN_DD_contig_15198158	1	0.1	1	dsDNAphage	16565	5	76.5	5.9
LN_DD_contig_15223857||full	0.8	0	0.8	dsDNAphage	11691	1	37.5	12.5
LN_DD_contig_15225051	1	0.167	1	dsDNAphage	24943	4	32.4	0
LN_DD_contig_15241285	1	0.447	1	dsDNAphage	7356	1	77.8	0
LN_DD_contig_15254176	0.893	0.14	0.893	dsDNAphage	5323	0	23.1	0
LN_DD_contig_15257224	0.98	0.573	0.98	dsDNAphage	34719	2	69.2	0
LN_DD_contig_15271552	1	0.44	1	dsDNAphage	6553	5	88.9	0
LN_DD_contig_15287468	1	0.247	1	dsDNAphage	26282	5	55.3	0
LN_DD_contig_15289773	0.987	0.973	0.987	dsDNAphage	6322	5	66.7	0
LN_DD_contig_15304693	0.74	0.093	0.74	dsDNAphage	6916	0	8.3	0
LN_DD_contig_15334457||full	0.993	0.233	0.993	dsDNAphage	5177	3	71.4	0
LN_DD_contig_15382451||full	1	0.353	1	dsDNAphage	16564	4	36.7	0
LN_DD_contig_15384201||0_partial	0.933	0	0.933	dsDNAphage	19062	1	20	0
LN_DD_contig_15461417	0.76	0.193	0.76	dsDNAphage	9097	0	57.1	0
LN_DD_contig_15483975	1	0.607	1	dsDNAphage	15058	3	40.7	0
LN_DD_contig_15489295||full	0.947	0.013	0.947	dsDNAphage	5889	2	28.6	0
LN_DD_contig_15491904||full_1	nan	nan	nan	dsDNAphage	2378	1	100	0
LN_DD_contig_15546567	1	0.113	1	dsDNAphage	10430	1	19.4	6.5
LN_DD_contig_15552809	0.947	0.587	0.947	dsDNAphage	4982	0	30	0
LN_DD_contig_15571041	0.773	0.267	0.773	dsDNAphage	4685	0	11.1	0
LN_DD_contig_15610919	0.98	0.047	0.98	dsDNAphage	8653	1	16.7	0
LN_DD_contig_15621202	0.96	0.733	0.96	dsDNAphage	6680	0	54.5	0
LN_DD_contig_15626143	0.68	0.207	0.68	dsDNAphage	7968	0	75	0
LN_DD_contig_15627802	0.987	0.5	0.987	dsDNAphage	11770	1	44.4	0
LN_DD_contig_15634637||full_1	0.733	0.513	0.733	dsDNAphage	4421	0	40	0
LN_DD_contig_15710788	0.96	0.047	0.96	dsDNAphage	25446	0	41.3	2.2
LN_DD_contig_15725050	0.98	0.72	0.98	dsDNAphage	5165	0	18.2	0
LN_DD_contig_15737168	0.58	0.44	0.58	dsDNAphage	9166	0	25	0
LN_DD_contig_15738655	0.987	0.073	0.987	dsDNAphage	8247	1	21.1	5.3
LN_DD_contig_15752550	1	0.793	1	dsDNAphage	5385	2	100	0
LN_DD_contig_15773746	0.607	0.12	0.607	dsDNAphage	6571	0	20	0
LN_DD_contig_15788381	0.767	0.773	0.773	ssDNA	5740	0	60	0
LN_DD_contig_15808080	1	0.447	1	dsDNAphage	8768	2	66.7	0
LN_DD_contig_1582223	0.833	0.127	0.833	dsDNAphage	17643	0	60.9	4.3
LN_DD_contig_15827457||full	0.96	0.533	0.96	dsDNAphage	7360	1	66.7	0
LN_DD_contig_15847621	1	0.6	1	dsDNAphage	9435	2	33.3	0
LN_DD_contig_15847932||full	0.993	0.613	0.993	dsDNAphage	5296	1	71.4	0
LN_DD_contig_15961635||full	0.513	0.56	0.56	ssDNA	7220	0	44.4	0
LN_DD_contig_1601653	0.96	0.413	0.96	dsDNAphage	6767	0	91.7	0
LN_DD_contig_16102757||full	0.94	0	0.94	dsDNAphage	6710	1	57.1	14.3
LN_DD_contig_1611883	1	0.733	1	dsDNAphage	6330	3	88.9	0
LN_DD_contig_16121523	1	0.6	1	dsDNAphage	19142	9	53.3	0
LN_DD_contig_16132502	0.82	0.287	0.82	dsDNAphage	9876	0	9.5	0
LN_DD_contig_16134840	1	0.38	1	dsDNAphage	17889	4	100	0
LN_DD_contig_16136843||full	0.82	0	0.82	dsDNAphage	10069	3	27.3	27.3
LN_DD_contig_16157223	0.98	0.04	0.98	dsDNAphage	15497	1	18.2	0
LN_DD_contig_16161506	1	0.927	1	dsDNAphage	9501	2	91.7	0
LN_DD_contig_16200896||full	0.72	0	0.72	dsDNAphage	6249	1	14.3	0
LN_DD_contig_16203645||full	0.84	0	0.84	dsDNAphage	10701	1	28.6	14.3
LN_DD_contig_16221464||full	0.867	0.007	0.867	dsDNAphage	10157	1	18.2	0
LN_DD_contig_1622708	1	0.367	1	dsDNAphage	6506	3	87.5	0
LN_DD_contig_16230572	0.707	0.04	0.707	dsDNAphage	20282	0	38.9	5.6
LN_DD_contig_16241869||full	0.633	0.007	0.633	dsDNAphage	20252	1	15.8	0
LN_DD_contig_16243615	0.993	0.527	0.993	dsDNAphage	6883	1	100	0
LN_DD_contig_1628216	1	0.04	1	dsDNAphage	30809	5	48.6	2.7
LN_DD_contig_16307906	0.887	0.113	0.887	dsDNAphage	9897	0	25	0
LN_DD_contig_16317692||full	0.787	0	0.787	dsDNAphage	4855	1	20	0
LN_DD_contig_16332446||full	0.987	0.793	0.987	dsDNAphage	6090	1	14.3	0
LN_DD_contig_16364187	1	0.467	1	dsDNAphage	11374	3	76.5	0
LN_DD_contig_16421857	0.993	0.433	0.993	dsDNAphage	5890	1	70	0
LN_DD_contig_16459347||full	0.853	0.007	0.853	dsDNAphage	5323	1	40	20
LN_DD_contig_16494056	0.36	0.507	0.507	ssDNA	4283	0	25	0
LN_DD_contig_16518378	0.933	0.82	0.933	dsDNAphage	5640	0	14.3	0
LN_DD_contig_1652197||full_1	0.747	0	0.747	dsDNAphage	11816	1	20	10
LN_DD_contig_16561472	1	0.64	1	dsDNAphage	7394	3	57.1	0
LN_DD_contig_16562016	1	0.22	1	dsDNAphage	11759	1	58.3	0
LN_DD_contig_1656690	0.96	0.773	0.96	dsDNAphage	6903	0	61.5	0
LN_DD_contig_16576643||full	0.7	0	0.7	dsDNAphage	17035	1	27.3	9.1
LN_DD_contig_1659350	0.827	0.02	0.827	dsDNAphage	6619	0	50	10
LN_DD_contig_16599615||full	0.973	0.88	0.973	dsDNAphage	4700	1	100	0
LN_DD_contig_1660130	1	0.273	1	dsDNAphage	9655	4	90	0
LN_DD_contig_16630083	0.913	0.52	0.913	dsDNAphage	6223	0	84.6	0
LN_DD_contig_16642004	1	0.82	1	dsDNAphage	7052	1	100	0
LN_DD_contig_1665762	0.987	0.853	0.987	dsDNAphage	12817	0	51.4	0
LN_DD_contig_16669024||full	0.7	0.04	0.7	dsDNAphage	5881	0	55.6	11.1
LN_DD_contig_16688022	1	0.28	1	dsDNAphage	15462	3	71.4	0
LN_DD_contig_16723109	1	0.513	1	dsDNAphage	31684	4	46.2	0
LN_DD_contig_16732007||full	0.667	0.093	0.667	dsDNAphage	5301	0	55.6	0
LN_DD_contig_16733374	0.993	0.047	0.993	dsDNAphage	43888	14	50	3.6
LN_DD_contig_16733915	0.933	0.773	0.933	dsDNAphage	6111	0	18.8	0
LN_DD_contig_16751643	0.6	0.007	0.6	dsDNAphage	5541	0	22.2	11.1
LN_DD_contig_16755970	0.78	0.487	0.78	dsDNAphage	5557	0	50	0
LN_DD_contig_16771494||full	0.34	0.673	0.673	ssDNA	5174	0	40	0
LN_DD_contig_16775738	1	0.8	1	dsDNAphage	5693	1	81.8	0
LN_DD_contig_16799869	0.9	0.84	0.9	dsDNAphage	6092	0	90	0
LN_DD_contig_16802190	0.96	0.447	0.96	dsDNAphage	8110	1	40	0
LN_DD_contig_16809571	1	0.727	1	dsDNAphage	5094	1	50	0
LN_DD_contig_16811820	0.893	0.573	0.893	dsDNAphage	10831	0	75	0
LN_DD_contig_16814063	1	0.9	1	dsDNAphage	5551	1	63.6	0
LN_DD_contig_16834359	0.927	0.333	0.927	dsDNAphage	9661	0	31.2	0
LN_DD_contig_16856959||full	0.753	0.013	0.753	dsDNAphage	6937	1	37.5	0
LN_DD_contig_16895151	1	0.893	1	dsDNAphage	6211	3	100	0
LN_DD_contig_17027329	0.847	0	0.847	dsDNAphage	9592	0	26.7	6.7
LN_DD_contig_17035076	0.993	0.167	0.993	dsDNAphage	16696	1	31.6	0
LN_DD_contig_17036748	1	0.187	1	dsDNAphage	7385	1	36.4	0
LN_DD_contig_17053626	0.953	0.767	0.953	dsDNAphage	5216	0	16.7	0
LN_DD_contig_17065163||full	0.76	0	0.76	dsDNAphage	10883	1	30	10
LN_DD_contig_17071667||full	1	0.08	1	dsDNAphage	8249	1	28.6	0
LN_DD_contig_17077246	0.827	0.307	0.827	dsDNAphage	4646	0	25	0
LN_DD_contig_17078062	0.993	0.74	0.993	dsDNAphage	20346	1	33.3	0
LN_DD_contig_17089258||full	1	0.6	1	dsDNAphage	8826	2	50	0
LN_DD_contig_17089600	0.993	0.007	0.993	dsDNAphage	17957	2	50	6.2
LN_DD_contig_17107557	0.987	0.733	0.987	dsDNAphage	6035	0	100	0
LN_DD_contig_17117615	1	0.26	1	dsDNAphage	9199	1	22.2	0
LN_DD_contig_17124721	1	0.26	1	dsDNAphage	13553	2	94.4	0
LN_DD_contig_17146708	1	0.593	1	dsDNAphage	5219	2	100	0
LN_DD_contig_17176605||full	0.92	0.293	0.92	dsDNAphage	8180	1	62.5	0
LN_DD_contig_17196754	0.853	0.24	0.853	dsDNAphage	5875	0	40	0
LN_DD_contig_17217868	1	0.313	1	dsDNAphage	7425	2	30	0
LN_DD_contig_17289585	0.96	0.327	0.96	dsDNAphage	6693	0	13.3	0
LN_DD_contig_17357699||full	0.733	0.707	0.733	dsDNAphage	9805	0	35.7	0
LN_DD_contig_17363114||full_1	0.98	1	1	ssDNA	1544	0	100	0
LN_DD_contig_17364705	1	0.947	1	dsDNAphage	10589	2	100	0
LN_DD_contig_17367385||full	0.92	0.733	0.92	dsDNAphage	5350	0	57.1	0
LN_DD_contig_17368857||full	1	0.58	1	dsDNAphage	6054	2	50	0
LN_DD_contig_17375818||full	0.7	0	0.7	dsDNAphage	6001	1	25	12.5
LN_DD_contig_17386448||full	0.98	0.007	0.98	dsDNAphage	6060	1	42.9	14.3
LN_DD_contig_17401481	0.96	0.68	0.96	dsDNAphage	7503	0	23.1	0
LN_DD_contig_17401646	0.693	0.113	0.693	dsDNAphage	8517	0	14.3	0
LN_DD_contig_17417531||full	0.72	0	0.72	dsDNAphage	5158	1	25	0
LN_DD_contig_17421382	1	0.72	1	dsDNAphage	5041	2	62.5	0
LN_DD_contig_17432632	1	0.493	1	dsDNAphage	5739	2	70	0
LN_DD_contig_17435426	0.92	0.587	0.92	dsDNAphage	6650	0	26.7	0
LN_DD_contig_17437086	1	0.727	1	dsDNAphage	26038	4	64	0
LN_DD_contig_17466702	0.973	0.127	0.973	dsDNAphage	5832	1	57.1	0
LN_DD_contig_17501628	0.973	0.807	0.973	dsDNAphage	8628	0	88.9	0
LN_DD_contig_17505863||full	0.94	0.627	0.94	dsDNAphage	4300	1	66.7	0
LN_DD_contig_1752996	1	0.86	1	dsDNAphage	18138	5	52.9	0
LN_DD_contig_17540194	1	0.947	1	dsDNAphage	5322	2	70	0
LN_DD_contig_17545034	0.88	0.667	0.88	dsDNAphage	8921	0	35.3	0
LN_DD_contig_17566695||full	0.507	0.56	0.56	ssDNA	7428	0	50	0
LN_DD_contig_17578921||full	0.993	0.027	0.993	dsDNAphage	26246	8	46.4	0
LN_DD_contig_1758832	0.92	0.24	0.92	dsDNAphage	11337	0	92.9	0
LN_DD_contig_17598345	0.947	0.493	0.947	dsDNAphage	6162	0	100	0
LN_DD_contig_17615899||full	0.827	0.047	0.827	dsDNAphage	13544	1	33.3	0
LN_DD_contig_17621012||full	0.56	0.14	0.56	dsDNAphage	7148	0	57.1	0
LN_DD_contig_17635400||full	0.707	0.007	0.707	dsDNAphage	7519	1	20	0
LN_DD_contig_17639609	nan	nan	nan	dsDNAphage	5970	1	100	0
LN_DD_contig_17654303	0.967	0.127	0.967	dsDNAphage	7245	0	28.6	0
LN_DD_contig_17661516||full	0.767	0.007	0.767	dsDNAphage	5187	1	50	33.3
LN_DD_contig_17668894	0.9	0.287	0.9	dsDNAphage	6801	0	30	0
LN_DD_contig_17686815	0.773	0.093	0.773	dsDNAphage	5034	0	12.5	0
LN_DD_contig_17687355||full	1	0.247	1	dsDNAphage	13529	10	84.6	0
LN_DD_contig_17688334	1	0.807	1	dsDNAphage	10020	2	84.6	0
LN_DD_contig_17701266	0.547	0.5	0.547	dsDNAphage	5553	0	14.3	0
LN_DD_contig_17708337	1	0.787	1	dsDNAphage	17009	1	94.4	0
LN_DD_contig_17753424	0.987	0.793	0.987	dsDNAphage	8352	2	71.4	0
LN_DD_contig_17759343||full	0.813	0.027	0.813	dsDNAphage	6360	1	11.1	0
LN_DD_contig_17764297	0.973	0.313	0.973	dsDNAphage	8648	1	55.6	0
LN_DD_contig_17774948	0.907	0.373	0.907	dsDNAphage	6837	0	80	0
LN_DD_contig_17795078	0.967	0.933	0.967	dsDNAphage	5418	0	60	0
LN_DD_contig_17796867	0.993	0.827	0.993	dsDNAphage	6385	1	75	0
LN_DD_contig_17807812	0.993	0.733	0.993	dsDNAphage	6273	2	62.5	0
LN_DD_contig_17932791	1	0.573	1	dsDNAphage	6851	3	83.3	0
LN_DD_contig_17941071	0.96	0.04	0.96	dsDNAphage	9186	0	36.8	5.3
LN_DD_contig_17941455||full_1	0.873	0.76	0.873	dsDNAphage	2372	1	50	0
LN_DD_contig_17956080	0.98	0.7	0.98	dsDNAphage	7324	0	23.5	0
LN_DD_contig_18004880	1	0.78	1	dsDNAphage	7900	3	57.1	0
LN_DD_contig_18007344||full	0.747	0	0.747	dsDNAphage	7740	2	22.2	33.3
LN_DD_contig_18008729	1	0.833	1	dsDNAphage	5015	2	100	0
LN_DD_contig_18027448	1	0.773	1	dsDNAphage	6312	2	81.8	0
LN_DD_contig_18042532	1	0.72	1	dsDNAphage	18651	3	88.9	0
LN_DD_contig_18067754	1	0.407	1	dsDNAphage	6867	2	44.4	0
